Nav_Date,Nifty_100,Nifty_Midcap_150,Nifty_Smallcap_250,Nifty_500,F001,F002,F003,F004,F005,F006,F007,F008,F009,F010,F011,F012,F013,F014,F015,F016,F017,F018,F019,F020,F021,F022,F023,F024,F025,F026,F027,F028,F029,F030,F031,F032,F033,F034,F035,F036,F037
2024-04-22,23474.700,18283.200,15086.650,20915.200,454.690,54.740,396.365,1028.710,425.924,95.890,492.503,242.680,668.200,92.400,120.727,159.343,323.039,106.384,257.403,75.846,88.460,166.530,123.277,73.556,77.550,228.074,795.160,27.830,519.864,294.046,22.891,844.030,295.915,149.421,1530.060,22.730,86.905,1624.533,185.566,72.864,272.362
2024-04-23,23254.900,18260.600,15183.700,20745.500,455.810,54.790,396.386,1030.536,426.962,96.090,492.924,243.396,672.750,92.940,121.186,159.618,324.329,106.768,258.344,76.655,89.400,167.157,123.811,74.145,77.960,228.974,797.930,28.070,521.206,295.679,23.045,846.740,296.448,149.967,1533.980,22.840,87.225,1629.736,186.129,73.019,273.732
2024-04-24,22967.100,18195.650,15180.600,20478.750,457.600,54.900,397.911,1033.343,428.217,96.370,494.630,244.469,677.990,93.880,122.082,160.649,326.070,107.263,260.392,77.200,90.100,168.534,124.232,74.666,78.470,230.323,802.550,28.250,523.269,297.167,23.186,850.650,298.520,150.547,1537.330,22.980,87.701,1639.212,186.936,73.411,275.085
2024-04-25,22870.300,18111.250,15162.200,20423.000,460.650,54.980,402.968,1040.294,432.377,97.140,499.324,244.755,679.210,94.050,122.701,160.964,328.907,107.436,261.602,78.122,90.730,168.846,125.427,75.028,78.740,230.987,807.490,28.290,527.507,299.179,23.304,857.400,301.647,151.784,1547.690,23.100,88.068,1655.131,188.293,74.028,273.628
2024-04-26,22740.200,18234.300,15338.000,20324.700,458.520,54.450,401.160,1035.841,431.937,96.980,498.203,243.503,683.250,94.110,123.408,161.313,330.118,108.274,262.713,78.315,90.770,169.021,125.479,75.489,78.870,231.393,807.160,28.320,528.253,299.173,23.431,857.820,302.451,152.148,1541.870,22.910,87.845,1647.867,188.537,73.970,273.150
2024-04-29,22859.800,18417.950,15486.000,20385.200,462.300,54.920,404.550,1047.460,435.143,97.820,502.896,245.637,686.160,94.970,124.299,162.752,332.054,109.219,263.502,78.315,90.560,169.438,125.849,75.948,78.980,232.180,812.820,28.490,532.058,300.975,23.592,861.160,304.358,153.183,1547.840,23.120,88.401,1658.477,190.369,74.632,275.072
2024-04-30,23078.900,18568.300,15609.200,20574.850,462.060,55.030,405.852,1045.768,435.166,97.790,502.816,245.748,687.320,95.450,125.181,163.511,334.527,110.023,264.792,78.636,90.950,169.496,125.975,76.254,79.440,232.884,815.990,28.430,535.107,301.706,23.675,861.060,304.835,153.512,1546.380,23.210,88.827,1658.096,190.584,74.609,275.773
2024-05-02,23116.000,18643.250,15739.150,20652.650,463.710,55.250,407.047,1048.530,437.828,98.010,505.256,245.974,692.380,95.980,125.478,164.883,337.182,110.429,265.475,79.021,90.920,169.740,125.635,75.879,79.630,233.332,820.410,28.570,538.873,303.427,23.892,864.250,306.651,154.332,1549.830,23.370,89.395,1659.443,191.466,74.957,275.874
2024-05-03,23167.800,18782.500,15814.500,20730.650,460.470,54.900,406.167,1042.592,434.271,97.240,502.277,244.173,690.280,95.760,125.354,164.107,337.204,110.403,264.389,78.595,90.390,168.990,124.937,75.631,79.420,233.506,816.530,28.470,536.933,302.184,23.835,859.730,304.824,153.465,1540.880,23.270,89.394,1653.933,190.638,74.347,274.405
2024-05-06,23329.800,18847.000,15824.550,20867.900,459.230,54.830,405.056,1040.001,432.951,96.980,500.287,244.118,686.530,96.100,124.998,162.870,334.925,110.106,264.312,77.764,90.180,167.405,123.649,74.719,79.220,232.816,810.890,28.430,532.138,300.817,23.628,858.060,303.202,152.921,1538.190,23.250,88.935,1654.145,189.769,73.979,274.342
2024-05-07,23232.100,18893.000,15833.400,20839.350,455.770,54.440,402.407,1030.119,426.344,96.110,496.701,242.923,673.290,94.790,123.603,160.694,327.863,108.547,260.879,76.385,89.150,165.540,122.164,74.688,78.590,230.240,800.120,28.090,525.746,296.739,23.191,850.950,298.899,150.803,1521.440,23.000,88.184,1636.144,187.532,72.975,273.367
2024-05-08,23443.800,18975.250,15848.400,20992.200,456.870,54.590,402.436,1032.942,427.166,96.580,499.749,243.325,675.350,95.210,124.986,161.740,330.305,109.676,262.098,76.908,89.370,166.120,122.032,73.292,79.070,231.660,805.550,28.120,529.741,298.405,23.326,857.490,302.312,151.363,1527.170,23.060,88.566,1640.740,187.770,73.629,273.588
2024-05-09,23436.500,18907.700,15793.300,20997.200,450.610,53.950,396.829,1015.177,418.457,95.170,492.410,239.745,662.280,93.990,123.109,159.479,323.998,108.114,257.928,75.292,88.040,163.042,119.833,73.713,77.820,228.621,792.350,27.850,521.000,293.192,22.808,844.290,297.330,148.738,1504.430,22.760,86.995,1622.761,184.087,72.473,270.333
2024-05-10,23541.300,18821.300,15617.150,21083.600,452.860,54.280,399.384,1022.090,422.397,95.850,495.523,241.154,666.310,94.670,124.070,160.320,326.248,108.757,260.330,75.323,88.430,164.376,120.104,73.333,78.000,229.997,795.510,28.070,524.361,294.861,23.037,849.690,299.801,149.718,1512.010,22.890,87.732,1629.186,185.754,72.886,273.042
2024-05-13,23382.750,18471.850,15339.250,20959.550,453.260,54.300,399.609,1022.242,423.380,96.090,496.607,241.881,668.640,95.620,124.537,160.718,327.238,109.083,261.824,75.466,88.300,164.223,119.924,74.470,78.060,230.218,795.810,28.070,524.920,295.381,23.077,854.580,301.356,150.171,1515.040,22.750,87.788,1638.105,185.880,73.042,274.376
2024-05-14,23297.750,18568.700,15414.900,20864.950,455.980,54.430,401.216,1026.989,425.493,96.640,499.670,242.349,674.050,96.230,125.582,161.671,332.019,109.884,262.979,76.249,89.250,166.587,121.739,75.359,78.780,232.415,802.540,28.290,528.491,297.737,23.430,858.570,304.741,151.362,1522.840,22.860,88.330,1642.414,187.118,73.690,274.399
2024-05-15,23103.750,18245.350,15006.350,20636.050,457.300,54.490,401.625,1029.737,425.074,96.880,501.265,242.266,677.550,97.170,126.870,163.338,335.544,111.245,265.198,77.713,90.180,168.137,122.799,76.270,79.510,234.944,806.510,28.580,531.148,299.143,23.721,861.440,307.188,151.854,1526.360,22.990,88.668,1651.075,187.908,74.184,274.450
2024-05-16,23166.000,18423.300,15104.900,20704.900,461.760,55.010,405.096,1039.814,429.448,97.650,506.547,244.614,683.500,98.550,128.382,165.268,339.644,113.102,268.110,78.610,91.270,169.295,123.874,77.228,80.530,238.312,815.620,28.730,535.895,302.107,23.990,869.310,310.530,152.972,1544.820,23.200,89.535,1672.750,189.579,74.655,277.254
2024-05-17,22790.200,18516.750,15050.750,20344.800,465.370,55.240,406.779,1043.261,432.135,98.000,510.195,245.559,691.840,99.790,129.842,167.227,343.705,114.887,271.507,80.074,92.640,170.806,125.146,77.224,81.610,241.477,822.660,29.040,542.127,304.158,24.287,874.300,313.043,154.558,1552.030,23.460,90.455,1676.235,191.247,75.422,279.394
2024-05-21,22909.100,18690.100,15315.450,20469.100,466.170,55.330,407.510,1048.203,432.981,98.150,511.333,246.348,695.620,100.180,130.556,168.900,345.675,115.682,272.836,80.009,92.840,170.833,125.561,77.346,81.850,242.102,827.500,29.160,545.406,306.537,24.447,876.710,315.493,155.081,1556.720,23.550,90.860,1686.276,192.244,76.245,279.036
2024-05-22,22956.350,18865.200,15431.200,20511.000,467.220,55.490,408.234,1052.524,433.592,98.400,513.191,247.414,694.260,100.450,130.741,169.481,346.087,116.165,273.970,80.195,92.840,170.481,125.986,77.596,82.270,243.180,828.750,29.130,545.385,307.011,24.435,878.860,315.397,155.035,1557.600,23.550,90.772,1689.288,193.017,76.608,280.217
2024-05-23,23118.200,19048.800,15545.750,20683.800,474.170,56.180,413.321,1065.788,438.288,99.710,520.071,250.366,697.640,101.090,131.682,169.928,348.048,117.017,275.146,80.428,93.100,170.198,126.205,77.979,82.700,243.266,837.310,29.360,550.828,309.569,24.597,885.820,318.713,156.565,1572.860,23.820,91.804,1711.389,195.093,77.742,282.759
2024-05-24,23133.850,19249.200,15792.900,20741.850,473.850,56.010,413.548,1067.966,438.710,99.740,519.972,250.263,698.870,101.300,132.414,170.279,347.677,117.363,275.451,79.985,93.010,169.437,125.694,77.795,82.590,242.395,839.930,29.300,553.427,310.115,24.628,886.320,319.535,156.448,1573.720,23.810,92.260,1715.336,195.515,77.860,282.469
2024-05-27,23343.550,19352.600,15935.500,20929.050,473.260,55.870,412.876,1067.413,439.285,99.530,520.263,250.457,701.230,101.650,132.694,171.028,349.663,118.172,275.541,79.544,93.080,168.595,124.921,76.798,82.360,241.562,840.530,29.400,554.851,310.541,24.762,883.770,319.870,156.232,1575.090,23.830,92.589,1715.878,196.162,77.839,283.240
2024-05-28,23444.300,19413.200,15867.750,21064.550,471.870,55.600,413.016,1063.311,436.759,99.300,518.852,249.586,699.860,100.800,132.380,170.271,346.019,117.984,273.411,78.647,92.280,167.368,124.106,77.184,81.880,241.250,834.820,29.230,553.888,308.972,24.484,882.110,319.231,155.798,1571.620,23.650,92.035,1711.244,194.876,77.429,282.613
2024-05-29,23508.600,19469.350,15847.050,21144.450,468.040,55.160,409.652,1055.119,433.007,98.450,515.026,247.518,698.850,100.710,131.872,169.585,345.332,117.500,272.678,78.715,92.350,166.683,124.243,76.419,82.030,241.498,832.340,29.150,551.107,307.402,24.434,876.700,317.672,155.227,1562.330,23.490,91.606,1698.946,193.915,76.838,281.796
2024-05-30,23569.900,19562.550,15885.850,21187.650,464.530,54.630,406.421,1047.626,428.607,97.690,510.043,245.705,689.110,99.810,130.910,167.671,340.910,115.968,269.812,78.191,91.410,166.087,122.850,76.837,80.840,239.640,824.760,28.880,546.307,304.858,24.180,868.090,315.450,154.392,1545.060,23.330,90.687,1689.999,192.279,76.404,278.804
2024-05-31,23633.900,19553.150,15865.650,21237.750,466.000,54.670,406.255,1050.571,429.399,97.800,510.444,245.936,691.740,99.780,130.323,167.571,343.476,115.776,270.365,78.908,92.210,166.395,123.118,78.587,80.850,241.618,825.770,29.030,545.859,305.531,24.342,867.770,315.152,155.210,1547.750,23.510,90.612,1693.157,192.965,76.529,277.471
2024-06-03,23982.350,19625.900,15935.550,21489.550,480.560,56.240,416.169,1087.109,445.598,100.810,527.034,251.552,709.840,102.710,134.223,171.862,355.531,119.232,276.765,80.261,93.780,167.936,124.962,73.901,82.440,245.693,854.090,29.780,565.575,315.347,25.284,888.990,326.273,159.391,1589.080,24.210,93.421,1734.970,199.222,79.443,280.383
2024-06-04,23980.100,19474.950,15773.050,21483.750,451.820,53.540,394.928,1010.820,413.729,94.960,496.279,240.205,669.740,96.720,126.473,160.455,325.081,111.342,262.621,75.058,89.240,160.039,118.142,75.650,78.010,232.965,791.350,28.280,525.891,292.946,22.960,842.690,302.072,150.579,1499.070,22.700,87.256,1645.633,185.300,73.425,272.826
2024-06-05,23959.850,19421.200,15786.200,21493.000,468.510,55.400,409.535,1044.728,427.734,97.900,513.910,249.611,695.850,99.900,130.422,166.950,337.982,115.230,271.633,77.300,91.160,164.370,121.586,78.246,80.070,239.727,818.040,29.110,544.576,304.283,23.628,871.860,311.195,155.921,1557.070,23.470,90.246,1697.257,191.899,75.809,282.938
2024-06-06,23873.900,19196.700,15551.950,21387.350,473.590,55.760,413.209,1056.177,432.800,98.720,519.012,251.401,707.710,101.940,133.305,169.910,346.747,117.869,277.394,79.644,93.410,168.281,124.693,79.858,82.170,244.916,833.680,29.520,553.997,309.354,24.289,882.730,316.859,158.063,1580.600,23.800,91.707,1717.955,196.137,76.889,285.356
2024-06-07,23687.700,19308.750,15626.650,21256.300,482.960,56.850,420.821,1075.221,440.396,100.530,529.122,255.956,717.950,103.110,135.019,172.102,351.321,119.534,281.816,81.585,95.150,172.257,127.392,80.786,83.750,249.816,848.790,29.860,563.441,314.493,24.702,896.980,321.336,160.719,1607.970,24.310,93.364,1743.458,199.792,78.135,289.960
2024-06-10,23466.300,19889.850,15948.750,21038.550,484.050,56.910,421.432,1075.455,441.984,100.810,530.234,256.200,723.960,103.650,136.238,173.051,352.290,120.291,283.863,82.326,96.040,174.300,128.636,81.193,84.580,252.506,849.990,29.980,566.716,316.207,24.713,901.930,322.270,161.445,1608.700,24.370,93.811,1749.638,200.785,78.570,290.144
2024-06-11,23518.050,18476.250,14761.100,21103.300,484.600,56.840,421.793,1074.865,443.203,100.940,531.144,255.695,728.820,104.250,137.694,173.479,354.599,121.304,285.531,82.849,96.520,176.490,128.764,81.635,85.000,254.628,853.300,30.080,569.169,317.254,24.925,903.980,324.907,161.761,1609.160,24.450,94.225,1750.120,201.026,78.781,290.218
2024-06-12,24344.200,19189.800,15250.000,21797.400,486.150,56.930,422.708,1079.408,445.306,101.290,532.487,256.338,736.950,105.240,138.886,175.212,359.578,122.613,287.898,83.590,97.070,177.568,129.929,82.777,85.730,257.112,859.290,30.300,573.018,319.638,25.307,907.100,327.515,162.718,1618.340,24.550,94.696,1756.358,202.130,79.266,291.187
2024-06-13,22739.600,19607.200,15745.900,20323.850,488.480,57.270,423.578,1083.046,448.784,101.610,535.371,257.000,744.390,106.170,140.033,177.018,362.844,123.814,290.686,84.399,97.780,179.411,131.005,83.399,86.260,259.085,866.240,30.500,576.457,321.838,25.632,910.290,329.979,163.778,1628.510,24.770,95.310,1759.797,204.226,79.788,292.882
2024-06-14,23550.750,19884.250,16100.000,21054.400,491.080,57.580,426.762,1085.953,452.172,101.970,537.638,258.004,751.270,107.960,141.328,179.362,368.624,125.443,293.243,85.257,98.890,179.929,131.858,84.063,86.720,260.423,875.270,30.750,581.505,324.214,26.057,914.070,333.106,164.546,1637.750,25.010,96.428,1765.652,206.235,80.413,294.957
2024-06-18,23806.950,19956.650,16312.500,21365.000,493.600,57.990,429.027,1090.126,454.723,102.140,539.986,260.004,756.900,108.950,142.898,180.017,371.898,126.713,296.998,85.768,99.470,181.084,132.258,83.381,86.910,262.864,882.010,30.950,585.668,326.122,26.225,917.390,333.879,165.663,1649.170,25.210,97.390,1774.890,207.765,80.628,297.546
2024-06-19,24266.050,20119.550,16413.650,21764.150,492.370,57.710,430.039,1086.562,452.705,101.530,538.129,259.664,751.220,107.880,141.377,178.812,366.922,125.603,294.683,84.972,98.820,181.264,131.555,83.871,86.230,261.299,875.050,30.710,583.461,324.740,25.909,912.920,331.180,165.291,1642.580,25.050,96.967,1778.238,206.311,80.191,296.935
2024-06-20,24271.150,20321.200,16567.700,21808.250,493.110,57.630,429.745,1088.514,453.166,101.700,539.021,260.132,757.030,108.440,142.155,180.051,369.610,126.380,295.333,85.339,99.020,182.643,132.547,83.936,86.720,261.094,878.710,30.790,585.453,326.250,25.973,915.600,332.921,166.269,1646.790,25.060,97.271,1784.100,206.892,80.557,297.813
2024-06-21,24271.050,20480.050,16701.650,21852.000,491.980,57.430,428.547,1085.659,451.382,101.400,537.945,260.137,749.950,107.710,141.479,179.493,368.988,125.904,293.907,85.391,98.680,183.285,132.726,84.484,86.500,261.412,876.690,30.630,583.681,325.514,25.989,913.220,330.878,166.053,1643.260,24.920,97.112,1785.371,206.085,80.175,298.544
2024-06-24,24348.800,20698.250,16845.550,21960.950,493.660,57.710,429.641,1088.001,452.681,101.640,539.363,260.845,754.110,108.320,141.856,179.213,372.616,126.495,294.994,85.625,98.880,183.967,132.749,84.630,86.860,262.895,879.790,30.760,584.164,325.653,26.143,915.160,331.871,166.330,1651.260,25.090,97.411,1789.101,207.093,80.362,299.996
2024-06-25,24449.500,20809.750,17007.850,22074.300,496.640,57.970,433.031,1095.413,456.193,102.200,542.410,262.300,754.990,108.320,142.019,179.065,371.884,126.569,295.361,85.678,99.450,184.431,132.596,84.674,87.060,264.844,883.420,30.810,587.586,326.327,26.150,916.950,332.705,167.331,1658.380,25.190,97.923,1804.664,207.768,80.540,300.684
2024-06-26,24571.650,20591.650,16942.800,22214.300,499.100,58.280,433.617,1102.533,457.583,102.870,544.823,264.036,753.670,108.170,141.281,178.366,370.128,126.198,295.197,86.241,99.250,185.346,133.014,84.387,87.290,265.354,884.470,30.780,588.388,326.507,26.058,918.910,332.631,167.851,1662.790,25.200,98.101,1805.753,208.385,80.783,301.343
2024-06-27,24683.550,20766.700,17054.000,22329.600,501.660,58.660,435.825,1109.596,459.168,103.640,548.026,265.665,751.570,108.320,140.967,178.223,370.331,126.165,295.091,86.090,98.950,183.614,132.363,84.983,87.170,264.431,885.710,30.870,590.810,326.818,26.086,921.780,333.831,168.024,1668.960,25.310,98.539,1811.618,208.947,81.249,302.622
2024-06-28,24599.900,20735.250,17046.550,22224.900,500.220,58.380,435.049,1106.485,459.239,103.490,547.009,264.194,754.050,108.600,141.806,179.512,371.526,126.752,296.097,86.566,99.680,184.420,132.508,85.920,87.520,264.855,885.790,30.870,591.062,327.621,26.144,920.150,333.868,168.447,1665.430,25.200,98.184,1803.396,209.518,81.248,301.943
2024-07-01,24649.850,20784.000,17048.150,22305.100,503.190,58.760,438.883,1111.073,461.649,104.020,550.298,266.029,762.510,109.580,143.214,181.772,374.491,128.069,299.438,88.075,101.630,187.521,134.425,85.996,88.860,267.507,894.100,31.060,596.983,330.180,26.420,924.780,335.566,170.183,1675.210,25.450,99.322,1811.610,211.829,81.739,305.077
2024-07-02,24555.500,20734.550,17059.700,22236.200,502.280,58.620,437.794,1109.054,460.871,104.030,550.571,265.585,757.120,109.290,142.902,180.915,373.291,128.073,298.445,88.033,101.600,187.750,134.437,86.302,88.990,267.632,891.480,31.080,595.409,328.755,26.375,924.360,334.405,169.675,1669.150,25.380,99.224,1808.637,211.579,81.610,304.561
2024-07-03,24621.600,20680.700,17095.700,22289.100,505.440,58.960,441.926,1117.798,464.658,104.560,554.462,267.397,761.170,110.130,143.946,182.582,376.980,129.536,300.655,88.429,101.910,188.334,135.349,86.635,89.510,269.434,897.090,31.280,601.768,331.499,26.634,929.740,336.538,171.275,1682.270,25.570,100.196,1822.456,213.115,82.226,306.377
2024-07-04,24757.800,20723.150,16999.550,22370.650,506.640,59.000,443.364,1122.171,466.052,104.890,555.840,267.679,763.990,110.930,144.376,183.448,380.232,130.057,301.950,88.731,102.330,189.960,136.351,86.444,89.790,270.676,900.940,31.420,603.858,332.534,26.822,931.030,337.313,171.555,1689.100,25.670,100.326,1830.561,214.079,82.501,306.944
2024-07-05,24867.150,20831.950,17111.050,22436.800,507.480,59.090,443.755,1123.823,467.310,105.320,556.984,267.915,767.970,111.390,145.378,184.056,383.121,130.419,302.980,88.884,102.840,191.286,136.676,85.972,89.950,272.543,902.050,31.590,605.097,333.165,27.042,935.690,339.049,172.190,1696.590,25.670,100.467,1830.038,214.544,83.011,306.571
2024-07-08,25026.550,21029.900,17367.650,22537.400,507.460,58.940,443.758,1124.696,467.951,105.280,556.088,268.024,764.180,110.650,145.294,183.321,381.456,129.667,302.631,88.555,102.180,190.237,136.733,86.398,89.600,271.807,901.380,31.460,604.681,332.946,27.002,936.280,338.141,172.388,1692.090,25.560,100.233,1827.759,214.314,82.928,305.267
2024-07-09,25007.250,20909.900,17339.350,22559.700,510.560,59.170,447.283,1129.955,470.243,106.050,559.013,268.817,769.000,110.980,146.044,184.366,382.077,130.238,304.575,88.845,102.630,191.088,136.803,85.791,90.050,273.473,904.070,31.600,607.755,334.438,27.068,942.520,339.919,173.478,1700.870,25.660,100.517,1839.031,214.744,83.335,306.944
2024-07-10,25155.700,21072.750,17494.700,22727.600,508.250,58.900,445.632,1127.222,469.531,105.890,556.672,268.302,769.020,110.580,145.133,184.034,379.619,129.803,304.182,88.501,101.840,190.685,136.376,85.890,89.710,272.509,902.330,31.540,605.476,333.515,26.884,942.160,337.633,172.951,1695.040,25.590,100.056,1834.555,214.066,82.867,306.105
2024-07-11,25120.100,21215.300,17591.950,22677.800,508.010,58.800,446.417,1127.113,469.329,105.830,556.189,268.233,768.350,110.610,145.270,184.301,380.572,130.010,304.310,89.031,102.280,191.174,137.036,85.860,89.990,273.381,904.210,31.510,607.991,334.234,27.006,943.620,338.407,173.267,1693.530,25.580,100.415,1834.629,214.157,82.907,306.226
2024-07-12,25306.900,21352.500,17712.300,22851.200,510.100,59.110,447.836,1131.791,470.375,106.220,558.790,270.029,767.840,110.310,145.530,184.395,379.934,130.293,305.514,88.775,102.150,190.960,137.632,86.119,89.660,272.159,904.840,31.530,609.482,334.618,27.009,946.420,338.174,174.518,1697.540,25.600,100.833,1842.384,215.131,83.133,307.952
2024-07-15,25342.550,21289.350,17665.750,22914.200,512.840,59.430,450.431,1136.761,473.240,106.710,561.275,270.733,771.030,110.710,146.694,185.716,382.251,130.945,307.025,88.699,102.170,191.540,137.811,86.679,89.600,272.317,908.550,31.640,614.191,336.921,27.127,951.090,340.290,175.791,1705.510,25.660,101.401,1848.690,215.842,83.525,308.400
2024-07-16,25391.250,21347.500,17707.650,22987.650,513.220,59.410,451.960,1137.051,472.714,106.730,561.299,271.088,774.410,110.780,146.752,185.891,381.924,131.014,307.148,89.030,102.580,191.886,137.956,85.716,89.830,273.530,909.070,31.670,614.903,337.200,27.028,952.920,339.691,176.451,1708.440,25.680,101.512,1850.330,215.715,83.341,308.598
2024-07-18,25393.550,21266.600,17585.700,22971.150,515.750,59.790,455.189,1143.016,473.891,107.030,564.183,272.525,771.520,109.830,145.478,185.108,376.448,129.919,305.718,88.583,102.070,190.873,136.791,83.496,89.270,271.203,906.090,31.430,615.499,336.087,26.713,953.340,337.914,176.421,1715.810,25.610,101.402,1856.022,215.022,83.186,309.700
2024-07-19,25515.100,21312.150,17692.150,23067.350,509.640,59.000,449.479,1129.152,466.328,105.570,556.226,269.465,759.280,107.540,143.061,181.642,366.891,127.210,300.111,87.006,100.220,186.484,133.782,84.013,87.560,266.550,889.420,30.930,604.591,330.835,25.994,940.490,331.972,173.838,1693.890,25.180,99.475,1842.317,210.665,81.882,305.775
2024-07-22,25425.650,21300.250,17679.200,22977.650,511.140,59.120,450.772,1130.858,468.011,105.800,558.479,269.754,765.830,108.600,144.404,184.014,370.887,128.679,302.196,87.632,100.630,188.850,134.940,83.941,88.090,268.634,896.410,31.170,608.433,333.385,26.192,945.700,334.649,174.139,1701.920,25.330,100.073,1843.137,211.656,82.397,307.139
2024-07-23,25433.750,21448.850,17743.150,23005.250,510.350,58.930,451.046,1130.268,466.402,105.450,557.641,269.571,763.450,108.260,144.106,183.489,369.635,128.224,301.815,87.703,100.620,188.514,134.202,85.198,88.090,268.234,892.590,31.100,606.327,332.096,26.023,944.930,332.116,174.017,1698.150,25.150,99.620,1839.051,210.630,81.806,307.426
2024-07-24,25577.300,21456.500,17774.900,23095.450,510.130,58.860,451.668,1130.004,467.476,105.730,557.735,269.555,766.920,108.740,145.348,185.612,374.250,128.909,304.196,89.081,101.420,192.433,136.763,85.114,88.970,272.134,899.580,31.110,607.682,333.981,26.295,948.230,333.490,175.149,1698.360,25.220,99.941,1841.477,211.962,81.831,308.065
2024-07-25,25696.050,21255.600,17577.650,23209.850,510.550,58.930,453.197,1129.647,466.882,105.990,557.509,269.687,765.530,108.500,145.460,185.092,374.144,128.705,303.833,88.921,101.420,191.812,136.506,86.104,89.070,271.641,899.790,31.140,608.402,333.493,26.385,948.870,333.807,175.232,1698.670,25.290,100.072,1834.868,211.829,81.675,307.499
2024-07-26,25679.100,20812.250,17163.400,23204.250,519.260,59.810,460.649,1148.880,474.706,107.500,566.733,273.553,779.700,110.300,147.597,188.025,379.298,131.337,308.632,89.621,102.750,193.065,138.035,86.967,89.870,274.313,913.800,31.630,618.405,339.422,26.801,960.490,340.210,177.610,1732.820,25.700,101.733,1861.130,215.368,83.207,311.866
2024-07-29,25784.800,21040.350,17317.000,23210.050,520.930,59.920,460.167,1149.801,478.214,107.780,567.768,273.264,785.420,111.090,148.689,188.979,384.010,132.269,312.052,90.195,103.930,194.710,139.066,87.472,90.830,276.069,917.880,31.820,620.873,341.420,27.133,962.770,342.473,177.656,1738.120,25.920,102.276,1858.329,217.051,83.698,312.227
2024-07-30,25450.850,20947.800,17212.150,22853.600,521.350,59.850,460.179,1152.203,478.764,107.950,568.223,273.521,788.080,111.430,149.059,189.726,386.324,132.391,314.172,90.721,104.620,195.554,139.528,87.500,91.490,276.664,921.920,31.790,622.973,342.545,27.219,969.000,343.222,178.010,1735.430,25.960,102.648,1856.628,217.314,83.792,312.917
2024-07-31,25490.400,21133.350,17532.700,22942.650,523.530,60.000,462.494,1158.547,480.962,108.550,570.207,274.440,794.330,111.820,149.726,190.714,388.481,132.703,314.714,90.604,104.500,195.441,139.366,86.525,91.540,277.245,923.450,32.180,625.611,344.162,27.296,974.260,344.768,178.696,1741.930,26.060,102.892,1862.927,217.990,84.248,314.141
2024-08-01,25419.600,21080.450,17483.800,22865.200,523.250,60.030,461.876,1161.586,481.455,108.760,570.062,274.896,790.200,111.070,148.920,189.429,385.423,132.082,313.218,89.717,103.950,195.213,139.344,85.729,91.100,276.544,919.100,31.980,623.337,342.955,27.123,972.040,343.915,178.277,1737.200,25.880,102.373,1864.968,217.061,84.118,313.719
2024-08-02,25389.000,21442.400,17647.400,22921.450,517.830,59.610,457.857,1149.068,476.420,107.300,564.144,272.299,782.040,109.680,147.386,187.149,380.931,130.063,310.450,89.096,102.900,195.151,138.013,82.557,89.970,274.644,909.520,31.700,615.901,339.137,26.835,962.750,340.448,176.410,1718.310,25.560,101.101,1849.058,214.935,83.015,312.667
2024-08-05,25407.500,21644.850,17836.550,22917.250,505.560,58.130,447.065,1120.780,462.128,104.640,549.705,265.427,757.310,106.370,142.240,181.844,366.327,125.574,300.647,85.637,99.280,188.007,132.895,82.314,86.990,265.136,879.960,30.750,597.914,329.132,25.848,939.110,330.335,171.693,1673.180,24.750,97.824,1807.776,208.048,80.388,305.656
2024-08-06,25841.900,21749.500,17983.300,23292.050,503.690,57.920,444.333,1116.155,459.471,104.300,547.598,264.772,756.240,105.750,141.508,181.077,362.136,125.059,299.350,85.333,98.870,188.661,133.488,83.681,86.660,263.939,877.830,30.680,594.740,327.087,25.618,937.370,328.383,170.753,1666.320,24.650,97.580,1801.301,207.105,80.051,304.393
2024-08-07,25901.950,21860.950,17948.000,23394.200,510.610,58.850,450.749,1133.403,468.448,105.950,555.569,268.227,768.510,108.030,144.874,184.533,371.928,127.796,306.035,86.470,100.490,192.802,135.484,83.289,88.120,269.280,892.390,31.170,604.790,332.573,26.302,951.450,335.279,173.670,1693.580,25.070,99.387,1821.479,211.536,81.494,309.913
2024-08-08,25914.100,21706.450,17825.050,23440.900,507.750,58.490,450.325,1127.005,464.104,105.180,551.710,266.419,765.140,107.400,144.304,183.643,371.597,127.434,304.900,86.205,100.300,192.831,135.063,83.891,87.890,268.889,886.590,31.110,603.478,331.146,26.304,945.450,333.249,173.115,1682.920,24.960,99.254,1817.296,210.263,80.936,307.600
2024-08-09,26025.600,21492.250,17677.650,23530.800,511.390,59.030,454.045,1136.888,469.463,106.080,556.441,268.495,772.220,108.790,145.292,184.484,378.159,128.736,307.236,86.539,101.230,194.283,135.812,84.300,88.050,270.081,894.080,31.490,607.946,333.991,26.730,951.700,335.448,174.325,1696.620,25.270,100.097,1828.836,212.625,81.446,310.315
2024-08-12,26057.800,20734.850,16937.900,23506.600,511.000,58.900,454.650,1136.074,470.862,106.180,555.446,269.131,772.260,108.910,145.607,183.751,379.649,129.063,307.602,86.735,101.310,195.269,136.196,83.546,87.950,270.343,897.670,31.470,609.448,334.180,26.714,951.340,335.840,175.041,1696.320,25.310,100.386,1833.234,212.659,81.249,310.804
